,x1,x2,y1,y2,bus_no
0,103.98763,103.98734,1.3897,1.38894,2
1,103.98734,103.98573,1.38894,1.3875,2
2,103.98573,103.98202,1.3875,1.38769,2
3,103.98202,103.97959,1.38769,1.38664,2
4,103.97959,103.97845,1.38664,1.38371,2
5,103.97845,103.9787,1.38371,1.37859,2
6,103.9787,103.97679,1.37859,1.37567,2
7,103.97679,103.97644,1.37567,1.37318,2
8,103.97644,103.98008,1.37318,1.37082,2
9,103.98008,103.97758,1.37082,1.36811,2
10,103.97758,103.97529,1.36811,1.36516,2
11,103.97529,103.97332,1.36516,1.36229,2
12,103.97332,103.97097,1.36229,1.36075,2
13,103.97097,103.96974,1.36075,1.35818,2
14,103.96974,103.96894,1.35818,1.35535,2
15,103.96894,103.96544,1.35535,1.35292,2
16,103.96544,103.96311,1.35292,1.34665,2
17,103.96311,103.96218,1.34665,1.34352,2
18,103.96218,103.96143,1.34352,1.34087,2
19,103.96143,103.9605,1.34087,1.33849,2
20,103.9605,103.95786,1.33849,1.33667,2
21,103.95786,103.95595,1.33667,1.33647,2
22,103.95595,103.95354,1.33647,1.33542,2
23,103.95354,103.95015,1.33542,1.33395,2
24,103.95015,103.9488,1.33395,1.33338,2
25,103.9488,103.94741,1.33338,1.33172,2
26,103.94741,103.94907,1.33172,1.3295,2
27,103.94907,103.94646,1.3295,1.32684,2
28,103.94646,103.94219,1.32684,1.32549,2
29,103.94219,103.93953,1.32549,1.32494,2
30,103.93953,103.93471,1.32494,1.32433,2
31,103.93471,103.92886,1.32433,1.32354,2
32,103.92886,103.92518,1.32354,1.32293,2
33,103.92518,103.92262,1.32293,1.32222,2
34,103.92262,103.9181,1.32222,1.32076,2
35,103.9181,103.91505,1.32076,1.31977,2
36,103.91505,103.91223,1.31977,1.31889,2
37,103.91223,103.91002,1.31889,1.31849,2
38,103.91002,103.90635,1.31849,1.31774,2
39,103.90635,103.90295,1.31774,1.3171,2
40,103.90295,103.89892,1.3171,1.31634,2
41,103.89892,103.8956,1.31634,1.3157,2
42,103.8956,103.89332,1.3157,1.31519,2
43,103.89332,103.89084,1.31519,1.31471,2
44,103.89084,103.8872,1.31471,1.31405,2
45,103.8872,103.88498,1.31405,1.3136,2
46,103.88498,103.88081,1.3136,1.31274,2
47,103.88081,103.87715,1.31274,1.31215,2
48,103.87715,103.87364,1.31215,1.31078,2
49,103.87364,103.87144,1.31078,1.30992,2
50,103.87144,103.86756,1.30992,1.30934,2
51,103.86756,103.86326,1.30934,1.30757,2
52,103.86326,103.86072,1.30757,1.30527,2
53,103.86072,103.85865,1.30527,1.3035,2
54,103.85865,103.85611,1.3035,1.30076,2
55,103.85611,103.85513,1.30076,1.2996,2
56,103.85513,103.85302,1.2996,1.29699,2
57,103.85302,103.85108,1.29699,1.29489,2
58,103.85108,103.84984,1.29489,1.29276,2
59,103.84984,103.84875,1.29276,1.29045,2
60,103.84875,103.84749,1.29045,1.28883,2
61,103.84749,103.84575,1.28883,1.28676,2
62,103.84575,103.84455,1.28676,1.28531,2
63,103.84455,103.84254,1.28531,1.28294,2
64,103.84254,103.84105,1.28294,1.28118,2
65,103.84105,103.8375,1.28118,1.27774,2
66,103.8375,103.83519,1.27774,1.27606,2
67,103.83519,103.83401,1.27606,1.27585,2
68,103.83401,103.83484,1.27585,1.27623,2
69,103.83484,103.83763,1.27623,1.27832,2
70,103.83763,103.843,1.27832,1.28407,2
71,103.843,103.8454,1.28407,1.28693,2
72,103.8454,103.84709,1.28693,1.28899,2
73,103.84709,103.84966,1.28899,1.2931,2
74,103.84966,103.85254,1.2931,1.29685,2
75,103.85254,103.85611,1.29685,1.30117,2
76,103.85611,103.85868,1.30117,1.30394,2
77,103.85868,103.86054,1.30394,1.30552,2
78,103.86054,103.8622,1.30552,1.30709,2
79,103.8622,103.86738,1.30709,1.30973,2
80,103.86738,103.87131,1.30973,1.31108,2
81,103.87131,103.87326,1.31108,1.31251,2
82,103.87326,103.87655,1.31251,1.3138,2
83,103.87655,103.88095,1.3138,1.3149,2
84,103.88095,103.88335,1.3149,1.31532,2
85,103.88335,103.88605,1.31532,1.3158,2
86,103.88605,103.89033,1.3158,1.31662,2
87,103.89033,103.8948,1.31662,1.31737,2
88,103.8948,103.89747,1.31737,1.31784,2
89,103.89747,103.90227,1.31784,1.31876,2
90,103.90227,103.90725,1.31876,1.31971,2
91,103.90725,103.91,1.31971,1.32027,2
92,103.91,103.91333,1.32027,1.32097,2
93,103.91333,103.91737,1.32097,1.32139,2
94,103.91737,103.92233,1.32139,1.32258,2
95,103.92233,103.92509,1.32258,1.32334,2
96,103.92509,103.93002,1.32334,1.32421,2
97,103.93002,103.93469,1.32421,1.32469,2
98,103.93469,103.9389,1.32469,1.3252,2
99,103.9389,103.94223,1.3252,1.32585,2
100,103.94223,103.94636,1.32585,1.32755,2
101,103.94636,103.9488,1.32755,1.32957,2
102,103.9488,103.94735,1.32957,1.3315,2
103,103.94735,103.9472,1.3315,1.33292,2
104,103.9472,103.94982,1.33292,1.33408,2
105,103.94982,103.95328,1.33408,1.33553,2
106,103.95328,103.95549,1.33553,1.3365,2
107,103.95549,103.95803,1.3365,1.33675,2
108,103.95803,103.96021,1.33675,1.33858,2
109,103.96021,103.96124,1.33858,1.34155,2
110,103.96124,103.96197,1.34155,1.34374,2
111,103.96197,103.96294,1.34374,1.34695,2
112,103.96294,103.96596,1.34695,1.35332,2
113,103.96596,103.96852,1.35332,1.35475,2
114,103.96852,103.96938,1.35475,1.35785,2
115,103.96938,103.97038,1.35785,1.36044,2
116,103.97038,103.9737,1.36044,1.36266,2
117,103.9737,103.97535,1.36266,1.3659,2
118,103.97535,103.97786,1.3659,1.36856,2
119,103.97786,103.97987,1.36856,1.37138,2
120,103.97987,103.97614,1.37138,1.37305,2
121,103.97614,103.97717,1.37305,1.37653,2
122,103.97717,103.97839,1.37653,1.37965,2
123,103.97839,103.97812,1.37965,1.38328,2
124,103.97812,103.97917,1.38328,1.38667,2
125,103.97917,103.98178,1.38667,1.38791,2
126,103.98178,103.98547,1.38791,1.3878,2
127,103.98547,103.98723,1.3878,1.38819,2
128,103.98723,103.98763,1.38819,1.3897,2
129,103.94339,103.94166,1.35408,1.35296,3
130,103.94166,103.94254,1.35296,1.35184,3
131,103.94254,103.94609,1.35184,1.35367,3
132,103.94609,103.94705,1.35367,1.35533,3
133,103.94705,103.94758,1.35533,1.35259,3
134,103.94758,103.95042,1.35259,1.35178,3
135,103.95042,103.95275,1.35178,1.35072,3
136,103.95275,103.9548,1.35072,1.35303,3
137,103.9548,103.9553,1.35303,1.35508,3
138,103.9553,103.95736,1.35508,1.35667,3
139,103.95736,103.95917,1.35667,1.35846,3
140,103.95917,103.96292,1.35846,1.36221,3
141,103.96292,103.96313,1.36221,1.36433,3
142,103.96313,103.96244,1.36433,1.3679,3
143,103.96244,103.96206,1.3679,1.37135,3
144,103.96206,103.96094,1.37135,1.37411,3
145,103.96094,103.95799,1.37411,1.37546,3
146,103.95799,103.95406,1.37546,1.37508,3
147,103.95406,103.94821,1.37508,1.37461,3
148,103.94821,103.94803,1.37461,1.37313,3
149,103.94803,103.94604,1.37313,1.3725,3
150,103.94604,103.94267,1.3725,1.37376,3
151,103.94267,103.94081,1.37376,1.37415,3
152,103.94081,103.93864,1.37415,1.3742,3
153,103.93864,103.93695,1.3742,1.37576,3
154,103.93695,103.93658,1.37576,1.37752,3
155,103.93658,103.93619,1.37752,1.37837,3
156,103.93619,103.93339,1.37837,1.3783,3
157,103.93339,103.9054,1.3783,1.39527,3
158,103.9054,103.90416,1.39527,1.39845,3
159,103.90416,103.90662,1.39845,1.39886,3
160,103.90662,103.90868,1.39886,1.39728,3
161,103.90868,103.91205,1.39728,1.39452,3
162,103.91205,103.91577,1.39452,1.39428,3
163,103.91577,103.91467,1.39428,1.39671,3
164,103.91467,103.91103,1.39671,1.3993,3
165,103.91103,103.90763,1.3993,1.40174,3
166,103.90763,103.90557,1.40174,1.4032,3
167,103.90557,103.90224,1.4032,1.40371,3
168,103.90224,103.90481,1.40371,1.40403,3
169,103.90481,103.90783,1.40403,1.40201,3
170,103.90783,103.91064,1.40201,1.39996,3
171,103.91064,103.91479,1.39996,1.39695,3
172,103.91479,103.91603,1.39695,1.3941,3
173,103.91603,103.9119,1.3941,1.3943,3
174,103.9119,103.90924,1.3943,1.3965,3
175,103.90924,103.90665,1.3965,1.39857,3
176,103.90665,103.90475,1.39857,1.39894,3
177,103.90475,103.90543,1.39894,1.39592,3
178,103.90543,103.93279,1.39592,1.37803,3
179,103.93279,103.93597,1.37803,1.3789,3
180,103.93597,103.93633,1.3789,1.37694,3
181,103.93633,103.93754,1.37694,1.37555,3
182,103.93754,103.93874,1.37555,1.37438,3
183,103.93874,103.94041,1.37438,1.37377,3
184,103.94041,103.94183,1.37377,1.37454,3
185,103.94183,103.94353,1.37454,1.37374,3
186,103.94353,103.94605,1.37374,1.37274,3
187,103.94605,103.94766,1.37274,1.37283,3
188,103.94766,103.94801,1.37283,1.37469,3
189,103.94801,103.94975,1.37469,1.37379,3
190,103.94975,103.95388,1.37379,1.37533,3
191,103.95388,103.95797,1.37533,1.37568,3
192,103.95797,103.9612,1.37568,1.37416,3
193,103.9612,103.96221,1.37416,1.37137,3
194,103.96221,103.96328,1.37137,1.36726,3
195,103.96328,103.96328,1.36726,1.36457,3
196,103.96328,103.96339,1.36457,1.36226,3
197,103.96339,103.95947,1.36226,1.35837,3
198,103.95947,103.95755,1.35837,1.35649,3
199,103.95755,103.95555,1.35649,1.35506,3
200,103.95555,103.9528,1.35506,1.3537,3
201,103.9528,103.9507,1.3537,1.35173,3
202,103.9507,103.94745,1.35173,1.35245,3
203,103.94745,103.9472,1.35245,1.35518,3
204,103.9472,103.94637,1.35518,1.35371,3
205,103.94637,103.94385,1.35371,1.35163,3
206,103.94385,103.94126,1.35163,1.35314,3
207,103.94126,103.94339,1.35314,1.35408,3
208,103.94339,103.94477,1.35408,1.35694,4
209,103.94477,103.94797,1.35694,1.35687,4
210,103.94797,103.95093,1.35687,1.35676,4
211,103.95093,103.9539,1.35676,1.35639,4
212,103.9539,103.95736,1.35639,1.35667,4
213,103.95736,103.95917,1.35667,1.35846,4
214,103.95917,103.96488,1.35846,1.36001,4
215,103.96488,103.96849,1.36001,1.35931,4
216,103.96849,103.96974,1.35931,1.35818,4
217,103.96974,103.96894,1.35818,1.35535,4
218,103.96894,103.96794,1.35535,1.35231,4
219,103.96794,103.9698,1.35231,1.35182,4
220,103.9698,103.9729,1.35182,1.35256,4
221,103.9729,103.9751,1.35256,1.35564,4
222,103.9751,103.97464,1.35564,1.3606,4
223,103.97464,103.97097,1.3606,1.36075,4
224,103.97097,103.96846,1.36075,1.35924,4
225,103.96846,103.96474,1.35924,1.35996,4
226,103.96474,103.95947,1.35996,1.35837,4
227,103.95947,103.95755,1.35837,1.35649,4
228,103.95755,103.9535,1.35649,1.35614,4
229,103.9535,103.95114,1.35614,1.35644,4
230,103.95114,103.94767,1.35644,1.3566,4
231,103.94767,103.94535,1.3566,1.3566,4
232,103.94535,103.94339,1.3566,1.35408,4
233,103.94975,103.95388,1.37379,1.37533,5
234,103.95388,103.95797,1.37533,1.37568,5
235,103.95797,103.96212,1.37568,1.37513,5
236,103.96212,103.96399,1.37513,1.37322,5
237,103.96399,103.96412,1.37322,1.3697,5
238,103.96412,103.96586,1.3697,1.36691,5
239,103.96586,103.96765,1.36691,1.3648,5
240,103.96765,103.97039,1.3648,1.36331,5
241,103.97039,103.97097,1.36331,1.36075,5
242,103.97097,103.96974,1.36075,1.35818,5
243,103.96974,103.96894,1.35818,1.35535,5
244,103.96894,103.96544,1.35535,1.35292,5
245,103.96544,103.96311,1.35292,1.34665,5
246,103.96311,103.96218,1.34665,1.34352,5
247,103.96218,103.96143,1.34352,1.34087,5
248,103.96143,103.95926,1.34087,1.34069,5
249,103.95926,103.95775,1.34069,1.34286,5
250,103.95775,103.95586,1.34286,1.34405,5
251,103.95586,103.95354,1.34405,1.34212,5
252,103.95354,103.95138,1.34212,1.34027,5
253,103.95138,103.9485,1.34027,1.33942,5
254,103.9485,103.94022,1.33942,1.34471,5
255,103.94022,103.9367,1.34471,1.34066,5
256,103.9367,103.93396,1.34066,1.33812,5
257,103.93396,103.93131,1.33812,1.33791,5
258,103.93131,103.92938,1.33791,1.33857,5
259,103.92938,103.92747,1.33857,1.33897,5
260,103.92747,103.92538,1.33897,1.33816,5
261,103.92538,103.92253,1.33816,1.33742,5
262,103.92253,103.91973,1.33742,1.33752,5
263,103.91973,103.91533,1.33752,1.33753,5
264,103.91533,103.91214,1.33753,1.33601,5
265,103.91214,103.90992,1.33601,1.33522,5
266,103.90992,103.90743,1.33522,1.3347,5
267,103.90743,103.90413,1.3347,1.33344,5
268,103.90413,103.90373,1.33344,1.33073,5
269,103.90373,103.90547,1.33073,1.32885,5
270,103.90547,103.84383,1.32885,1.32931,5
271,103.84383,103.84212,1.32931,1.32489,5
272,103.84212,103.84189,1.32489,1.32354,5
273,103.84189,103.84224,1.32354,1.3211,5
274,103.84224,103.84165,1.3211,1.31702,5
275,103.84165,103.84083,1.31702,1.31454,5
276,103.84083,103.83813,1.31454,1.31227,5
277,103.83813,103.83687,1.31227,1.31133,5
278,103.83687,103.83316,1.31133,1.30732,5
279,103.83316,103.82999,1.30732,1.3023,5
280,103.82999,103.83053,1.3023,1.29796,5
281,103.83053,103.83206,1.29796,1.29504,5
282,103.83206,103.83284,1.29504,1.29363,5
283,103.83284,103.83441,1.29363,1.29078,5
284,103.83441,103.83496,1.29078,1.28623,5
285,103.83496,103.83406,1.28623,1.28476,5
286,103.83406,103.83238,1.28476,1.28584,5
287,103.83238,103.82853,1.28584,1.28572,5
288,103.82853,103.82669,1.28572,1.28593,5
289,103.82669,103.8249,1.28593,1.28374,5
290,103.8249,103.82242,1.28374,1.28228,5
291,103.82242,103.81722,1.28228,1.2821,5
292,103.81722,103.82166,1.2821,1.28292,5
293,103.82166,103.82447,1.28292,1.28364,5
294,103.82447,103.82748,1.28364,1.286,5
295,103.82748,103.83283,1.286,1.28607,5
296,103.83283,103.8336,1.28607,1.28686,5
297,103.8336,103.8335,1.28686,1.28837,5
298,103.8335,103.83223,1.28837,1.29152,5
299,103.83223,103.83084,1.29152,1.29409,5
300,103.83084,103.82998,1.29409,1.29764,5
301,103.82998,103.82988,1.29764,1.30266,5
302,103.82988,103.83266,1.30266,1.30702,5
303,103.83266,103.83582,1.30702,1.31095,5
304,103.83582,103.83798,1.31095,1.31244,5
305,103.83798,103.84053,1.31244,1.31458,5
306,103.84053,103.84144,1.31458,1.31744,5
307,103.84144,103.84177,1.31744,1.32127,5
308,103.84177,103.84162,1.32127,1.32362,5
309,103.84162,103.84186,1.32362,1.32561,5
310,103.84186,103.84091,1.32561,1.32772,5
311,103.84091,103.84382,1.32772,1.32991,5
312,103.84382,103.90548,1.32991,1.32816,5
313,103.90548,103.90383,1.32816,1.33023,5
314,103.90383,103.90428,1.33023,1.33376,5
315,103.90428,103.90747,1.33376,1.3349,5
316,103.90747,103.90985,1.3349,1.33547,5
317,103.90985,103.91243,1.33547,1.33644,5
318,103.91243,103.91619,1.33644,1.33805,5
319,103.91619,103.91939,1.33805,1.33807,5
320,103.91939,103.922,1.33807,1.33733,5
321,103.922,103.92492,1.33733,1.33831,5
322,103.92492,103.92795,1.33831,1.33922,5
323,103.92795,103.92948,1.33922,1.33879,5
324,103.92948,103.93117,1.33879,1.3382,5
325,103.93117,103.93386,1.3382,1.33832,5
326,103.93386,103.93647,1.33832,1.34071,5
327,103.93647,103.94008,1.34071,1.34503,5
328,103.94008,103.94838,1.34503,1.34005,5
329,103.94838,103.95125,1.34005,1.34043,5
330,103.95125,103.95347,1.34043,1.34226,5
331,103.95347,103.95589,1.34226,1.34432,5
332,103.95589,103.95774,1.34432,1.34363,5
333,103.95774,103.95969,1.34363,1.3406,5
334,103.95969,103.96124,1.3406,1.34155,5
335,103.96124,103.96197,1.34155,1.34374,5
336,103.96197,103.96294,1.34374,1.34695,5
337,103.96294,103.96596,1.34695,1.35332,5
338,103.96596,103.96852,1.35332,1.35475,5
339,103.96852,103.96938,1.35475,1.35785,5
340,103.96938,103.97038,1.35785,1.36044,5
341,103.97038,103.96996,1.36044,1.36337,5
342,103.96996,103.96762,1.36337,1.36462,5
343,103.96762,103.96535,1.36462,1.36706,5
344,103.96535,103.96367,1.36706,1.37006,5
345,103.96367,103.96373,1.37006,1.37308,5
346,103.96373,103.962,1.37308,1.37486,5
347,103.962,103.95799,1.37486,1.37546,5
348,103.95799,103.95406,1.37546,1.37508,5
349,103.95406,103.94975,1.37508,1.37379,5
350,103.94975,103.95388,1.37379,1.37533,6
351,103.95388,103.95797,1.37533,1.37568,6
352,103.95797,103.96212,1.37568,1.37513,6
353,103.96212,103.96399,1.37513,1.37322,6
354,103.96399,103.96412,1.37322,1.3697,6
355,103.96412,103.96586,1.3697,1.36691,6
356,103.96586,103.96802,1.36691,1.36723,6
357,103.96802,103.96968,1.36723,1.36906,6
358,103.96968,103.97023,1.36906,1.37205,6
359,103.97023,103.97226,1.37205,1.37411,6
360,103.97226,103.97415,1.37411,1.37602,6
361,103.97415,103.97591,1.37602,1.37773,6
362,103.97591,103.97592,1.37773,1.37987,6
363,103.97592,103.97467,1.37987,1.38209,6
364,103.97467,103.97345,1.38209,1.38434,6
365,103.97345,103.97185,1.38434,1.38496,6
366,103.97185,103.97267,1.38496,1.38156,6
367,103.97267,103.97341,1.38156,1.38022,6
368,103.97341,103.97469,1.38022,1.37797,6
369,103.97469,103.97424,1.37797,1.37584,6
370,103.97424,103.97236,1.37584,1.37394,6
371,103.97236,103.97053,1.37394,1.37213,6
372,103.97053,103.97064,1.37213,1.36955,6
373,103.97064,103.96847,1.36955,1.36737,6
374,103.96847,103.96535,1.36737,1.36706,6
375,103.96535,103.96367,1.36706,1.37006,6
376,103.96367,103.96373,1.37006,1.37308,6
377,103.96373,103.962,1.37308,1.37486,6
378,103.962,103.95799,1.37486,1.37546,6
379,103.95799,103.95406,1.37546,1.37508,6
380,103.95406,103.94975,1.37508,1.37379,6
381,103.92904,103.92518,1.32454,1.32293,7
382,103.92518,103.92262,1.32293,1.32222,7
383,103.92262,103.9181,1.32222,1.32076,7
384,103.9181,103.91505,1.32076,1.31977,7
385,103.91505,103.91223,1.31977,1.31889,7
386,103.91223,103.91002,1.31889,1.31849,7
387,103.91002,103.90635,1.31849,1.31774,7
388,103.90635,103.90295,1.31774,1.3171,7
389,103.90295,103.89892,1.3171,1.31634,7
390,103.89892,103.8956,1.31634,1.3157,7
391,103.8956,103.89332,1.3157,1.31519,7
392,103.89332,103.89222,1.31519,1.31432,7
393,103.89222,103.89036,1.31432,1.31201,7
394,103.89036,103.88785,1.31201,1.31153,7
395,103.88785,103.88318,1.31153,1.31055,7
396,103.88318,103.87989,1.31055,1.30989,7
397,103.87989,103.87554,1.30989,1.30997,7
398,103.87554,103.87364,1.30997,1.31078,7
399,103.87364,103.87144,1.31078,1.30992,7
400,103.87144,103.86756,1.30992,1.30934,7
401,103.86756,103.86426,1.30934,1.30775,7
402,103.86426,103.86363,1.30775,1.30496,7
403,103.86363,103.85963,1.30496,1.30338,7
404,103.85963,103.85716,1.30338,1.30033,7
405,103.85716,103.85549,1.30033,1.29821,7
406,103.85549,103.85441,1.29821,1.29667,7
407,103.85441,103.85139,1.29667,1.29395,7
408,103.85139,103.84958,1.29395,1.29619,7
409,103.84958,103.84781,1.29619,1.29811,7
410,103.84781,103.84526,1.29811,1.29831,7
411,103.84526,103.84094,1.29831,1.29987,7
412,103.84094,103.83878,1.29987,1.30028,7
413,103.83878,103.83624,1.30028,1.30044,7
414,103.83624,103.8324,1.30044,1.30253,7
415,103.8324,103.82915,1.30253,1.30454,7
416,103.82915,103.827,1.30454,1.30397,7
417,103.827,103.82334,1.30397,1.30392,7
418,103.82334,103.82178,1.30392,1.30544,7
419,103.82178,103.81984,1.30544,1.30635,7
420,103.81984,103.81431,1.30635,1.30634,7
421,103.81431,103.81186,1.30634,1.30693,7
422,103.81186,103.8094,1.30693,1.30839,7
423,103.8094,103.80544,1.30839,1.31002,7
424,103.80544,103.8012,1.31002,1.31115,7
425,103.8012,103.79445,1.31115,1.31223,7
426,103.79445,103.79008,1.31223,1.31473,7
427,103.79008,103.78852,1.31473,1.31623,7
428,103.78852,103.78592,1.31623,1.31793,7
429,103.78592,103.78243,1.31793,1.31908,7
430,103.78243,103.77963,1.31908,1.3208,7
431,103.77963,103.77653,1.3208,1.32049,7
432,103.77653,103.77396,1.32049,1.31986,7
433,103.77396,103.77223,1.31986,1.31912,7
434,103.77223,103.76824,1.31912,1.31728,7
435,103.76824,103.76412,1.31728,1.31492,7
436,103.76412,103.7679,1.31492,1.31736,7
437,103.7679,103.77279,1.31736,1.31965,7
438,103.77279,103.77377,1.31965,1.3201,7
439,103.77377,103.77656,1.3201,1.32091,7
440,103.77656,103.78019,1.32091,1.32105,7
441,103.78019,103.78244,1.32105,1.31958,7
442,103.78244,103.78559,1.31958,1.31827,7
443,103.78559,103.78904,1.31827,1.31619,7
444,103.78904,103.79069,1.31619,1.31467,7
445,103.79069,103.79454,1.31467,1.31256,7
446,103.79454,103.80166,1.31256,1.31153,7
447,103.80166,103.80523,1.31153,1.3106,7
448,103.80523,103.80716,1.3106,1.30989,7
449,103.80716,103.81038,1.30989,1.30817,7
450,103.81038,103.81452,1.30817,1.30672,7
451,103.81452,103.82013,1.30672,1.30674,7
452,103.82013,103.82122,1.30674,1.30609,7
453,103.82122,103.82579,1.30609,1.30609,7
454,103.82579,103.82836,1.30609,1.30701,7
455,103.82836,103.83049,1.30701,1.30588,7
456,103.83049,103.83413,1.30588,1.30387,7
457,103.83413,103.83852,1.30387,1.30154,7
458,103.83852,103.84185,1.30154,1.30048,7
459,103.84185,103.84529,1.30048,1.29931,7
460,103.84529,103.84936,1.29931,1.29821,7
461,103.84936,103.85147,1.29821,1.29648,7
462,103.85147,103.85254,1.29648,1.29685,7
463,103.85254,103.8552,1.29685,1.30009,7
464,103.8552,103.85868,1.30009,1.30394,7
465,103.85868,103.86054,1.30394,1.30552,7
466,103.86054,103.8622,1.30552,1.30709,7
467,103.8622,103.86738,1.30709,1.30973,7
468,103.86738,103.87131,1.30973,1.31108,7
469,103.87131,103.87326,1.31108,1.31251,7
470,103.87326,103.87594,1.31251,1.30997,7
471,103.87594,103.87993,1.30997,1.31009,7
472,103.87993,103.88313,1.31009,1.31078,7
473,103.88313,103.88742,1.31078,1.31168,7
474,103.88742,103.88966,1.31168,1.31213,7
475,103.88966,103.89192,1.31213,1.31435,7
476,103.89192,103.8948,1.31435,1.31737,7
477,103.8948,103.89828,1.31737,1.31805,7
478,103.89828,103.90227,1.31805,1.31876,7
479,103.90227,103.90725,1.31876,1.31971,7
480,103.90725,103.91,1.31971,1.32027,7
481,103.91,103.91333,1.32027,1.32097,7
482,103.91333,103.91737,1.32097,1.32139,7
483,103.91737,103.92233,1.32139,1.32258,7
484,103.92233,103.92509,1.32258,1.32334,7
485,103.92509,103.92904,1.32334,1.32454,7
486,103.94339,103.94477,1.35408,1.35694,8
487,103.94477,103.94797,1.35694,1.35687,8
488,103.94797,103.95093,1.35687,1.35676,8
489,103.95093,103.9539,1.35676,1.35639,8
490,103.9539,103.95555,1.35639,1.35506,8
491,103.95555,103.95512,1.35506,1.35297,8
492,103.95512,103.95249,1.35297,1.35026,8
493,103.95249,103.94923,1.35026,1.34917,8
494,103.94923,103.94564,1.34917,1.34794,8
495,103.94564,103.94022,1.34794,1.34471,8
496,103.94022,103.93677,1.34471,1.345,8
497,103.93677,103.93258,1.345,1.34675,8
498,103.93258,103.93017,1.34675,1.34791,8
499,103.93017,103.92798,1.34791,1.34914,8
500,103.92798,103.91533,1.34914,1.33753,8
501,103.91533,103.91414,1.33753,1.33464,8
502,103.91414,103.91201,1.33464,1.33202,8
503,103.91201,103.90978,1.33202,1.33151,8
504,103.90978,103.90655,1.33151,1.33086,8
505,103.90655,103.90383,1.33086,1.33023,8
506,103.90383,103.90126,1.33023,1.33082,8
507,103.90126,103.89915,1.33082,1.32976,8
508,103.89915,103.89714,1.32976,1.32887,8
509,103.89714,103.89457,1.32887,1.32788,8
510,103.89457,103.89217,1.32788,1.32707,8
511,103.89217,103.88963,1.32707,1.32884,8
512,103.88963,103.88932,1.32884,1.33078,8
513,103.88932,103.88646,1.33078,1.33291,8
514,103.88646,103.88328,1.33291,1.33218,8
515,103.88328,103.88058,1.33218,1.33158,8
516,103.88058,103.87773,1.33158,1.33075,8
517,103.87773,103.87404,1.33075,1.32946,8
518,103.87404,103.87045,1.32946,1.32821,8
519,103.87045,103.86616,1.32821,1.32865,8
520,103.86616,103.86027,1.32865,1.32992,8
521,103.86027,103.85271,1.32992,1.33126,8
522,103.85271,103.85012,1.33126,1.3309,8
523,103.85012,103.84693,1.3309,1.33202,8
524,103.84693,103.85018,1.33202,1.33116,8
525,103.85018,103.85269,1.33116,1.33147,8
526,103.85269,103.86084,1.33147,1.33081,8
527,103.86084,103.86629,1.33081,1.32931,8
528,103.86629,103.8705,1.32931,1.32855,8
529,103.8705,103.87395,1.32855,1.3297,8
530,103.87395,103.87715,1.3297,1.33078,8
531,103.87715,103.88114,1.33078,1.33191,8
532,103.88114,103.88503,1.33191,1.33276,8
533,103.88503,103.88951,1.33276,1.33156,8
534,103.88951,103.89014,1.33156,1.32825,8
535,103.89014,103.89209,1.32825,1.32733,8
536,103.89209,103.89445,1.32733,1.32814,8
537,103.89445,103.89707,1.32814,1.32917,8
538,103.89707,103.89942,1.32917,1.33008,8
539,103.89942,103.9014,1.33008,1.33128,8
540,103.9014,103.90373,1.33128,1.33073,8
541,103.90373,103.90632,1.33073,1.33097,8
542,103.90632,103.90984,1.33097,1.33178,8
543,103.90984,103.91184,1.33178,1.33219,8
544,103.91184,103.91402,1.33219,1.33521,8
545,103.91402,103.91619,1.33521,1.33805,8
546,103.91619,103.92783,1.33805,1.3495,8
547,103.92783,103.9298,1.3495,1.34845,8
548,103.9298,103.93266,1.34845,1.34708,8
549,103.93266,103.93597,1.34708,1.34569,8
550,103.93597,103.94008,1.34569,1.34503,8
551,103.94008,103.94518,1.34503,1.34803,8
552,103.94518,103.94932,1.34803,1.3495,8
553,103.94932,103.95275,1.3495,1.35072,8
554,103.95275,103.9548,1.35072,1.35303,8
555,103.9548,103.9553,1.35303,1.35508,8
556,103.9553,103.9535,1.35508,1.35614,8
557,103.9535,103.95114,1.35614,1.35644,8
558,103.95114,103.94767,1.35644,1.3566,8
559,103.94767,103.94535,1.3566,1.3566,8
560,103.94535,103.94339,1.3566,1.35408,8
561,103.92904,103.93002,1.32454,1.32421,9
562,103.93002,103.93469,1.32421,1.32469,9
563,103.93469,103.9389,1.32469,1.3252,9
564,103.9389,103.94223,1.3252,1.32585,9
565,103.94223,103.94636,1.32585,1.32755,9
566,103.94636,103.9488,1.32755,1.32957,9
567,103.9488,103.94735,1.32957,1.3315,9
568,103.94735,103.9472,1.3315,1.33292,9
569,103.9472,103.94982,1.33292,1.33408,9
570,103.94982,103.95106,1.33408,1.33639,9
571,103.95106,103.95125,1.33639,1.34043,9
572,103.95125,103.95347,1.34043,1.34226,9
573,103.95347,103.95589,1.34226,1.34432,9
574,103.95589,103.95771,1.34432,1.34563,9
575,103.95771,103.95776,1.34563,1.34719,9
576,103.95776,103.9548,1.34719,1.35303,9
577,103.9548,103.9553,1.35303,1.35508,9
578,103.9553,103.95736,1.35508,1.35667,9
579,103.95736,103.95917,1.35667,1.35846,9
580,103.95917,103.96292,1.35846,1.36221,9
581,103.96292,103.96538,1.36221,1.36474,9
582,103.96538,103.96802,1.36474,1.36723,9
